Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness 10-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing,Life expectancy
2007,-0.13946235,-0.129443132,0.035266435,-0.016693548,-0.208966697,0.664668543,-0.145712158,0.436963027,0.140217209,0.435652848,-0.317912761,-0.197444829,0.544809099,-0.567504717,-0.608095617,0.199683861,-0.06998381,-0.450544654,0.450544654,73.5
2006,-0.114991228,-0.121290564,0.002462991,-0.362643625,-0.208966697,0.629519057,-0.145712158,0.481073017,0.081384547,0.435652848,-0.317912761,-0.505092874,0.535431689,-0.567504717,-0.608095617,0.170587994,-0.193896457,-0.450544654,0.450544654,73.1
2005,-0.13946235,-0.121290564,-0.035387137,-0.136455543,-0.208966697,-1.670261562,-0.139715262,0.436963027,-0.04048311,0.435652848,-0.317912761,-0.289713027,0.52585871,-0.545379858,-0.608095617,0.11724557,-0.317809105,-0.450544654,0.450544654,73.1
2004,-0.106834188,-0.113137995,-0.065667239,-0.372402067,-0.208966697,0.554198731,-0.133718366,0.260523069,-0.229588096,0.26152288,-0.317912761,-0.512653515,0.516087636,-0.545379858,-0.586426886,0.11724557,-0.255852781,-0.450544654,0.450544654,72.8
2003,-1.191720573,-0.113137995,-0.068190581,-0.191456728,-0.208966697,0.514027891,-0.133718366,0.392853037,0.00154022,0.392120356,-0.317912761,-0.37138118,0.50613312,-0.523254999,-0.586426886,0.122094881,-0.162918296,-0.450544654,0.450544654,72.4
2002,0.015521419,-0.104985427,-0.017723744,-0.202982588,-0.196051104,0.47385705,-0.127721469,-0.004136869,-0.103518105,-0.086737056,-0.317912761,-0.363538994,0.49604551,-0.523254999,-0.564758154,0.107546947,-0.193896457,-0.450544654,0.450544654,71.8
2001,0.0318355,-0.104985427,-0.022770428,-0.197903718,-0.208687943,0.438707565,-0.121724573,-0.004136869,0.018349552,-3.264608968,-0.317912761,-0.360664078,-0.218743159,-0.523254999,-0.564758154,0.092999014,-0.224874619,-0.450544654,0.450544654,71.5
2000,0.048149581,-0.096832859,0.035266435,-0.162876205,-0.208873779,0.398536724,-0.121724573,-0.048246859,-0.002662113,-0.173802039,-0.317912761,-0.355195079,-0.219699277,-0.50113014,-0.564758154,0.07845108,-0.255852781,-0.450544654,0.450544654,71.4
2015,0.537572011,-0.235426519,-0.551410542,-0.39272076,-0.208966697,-0.731268165,-0.235665604,0.392853037,0.173835873,0.348587864,-0.185309384,-0.480172691,-0.21389609,0.40598908,0.345328579,-0.65864423,-0.317809105,-0.450544654,0.450544654,63.5
2014,-1.126464249,-0.235426519,-1.138087518,-0.357138184,-0.208966697,-0.75637494,-0.235665604,0.172303089,0.350333859,0.174457896,-0.185309384,-0.471195774,-0.214210017,0.428113939,0.366997311,-0.663493542,-0.317809105,-0.450544654,0.450544654,63.2
2013,0.586514254,-0.235426519,-1.138087518,-0.363059191,-0.208966697,-0.781481716,-0.235665604,0.08408311,0.249477867,0.174457896,-0.185309384,-0.472529147,-0.227296275,0.428113939,0.366997311,-0.69743872,-0.379765429,-0.450544654,0.450544654,62.9
2012,0.619142416,-0.227273951,-1.138087518,-0.354958774,-0.208873779,-0.811609846,-0.235665604,0.08408311,0.501617848,0.130925404,-0.185309384,-0.475803707,-0.214828106,0.450238798,0.388666043,-0.726534588,-0.410743591,-0.450544654,0.450544654,62.5
2011,0.651770578,-0.227273951,-1.110330758,-0.363981579,-0.208687943,-0.836716621,-0.235665604,0.08408311,0.077182214,0.000327928,-0.298969422,-0.472857486,-0.226092813,0.472363657,0.410334774,-0.750781144,-0.472699915,-0.450544654,0.450544654,62.2
2010,0.69255578,-0.227273951,-1.102760732,-0.369933424,-0.208966697,-0.861823397,-0.235665604,-0.048246859,-0.04048311,-0.391464499,-0.317912761,-0.477197681,-0.215422858,0.494488516,0.432003506,-0.765329078,-0.503678076,-0.450544654,0.450544654,61.8
2009,0.733340983,-0.227273951,-1.097714048,-0.365267829,-0.208873779,-0.886930172,-0.235665604,0.039973121,-0.880949711,0.000327928,-0.317912761,-0.476526345,-0.215708958,0.516613375,0.453672238,-0.818671502,-0.5656344,-0.450544654,0.450544654,61.3
2008,0.765969145,-0.227273951,-1.110330758,-0.347743683,-0.208966697,-1.815880859,-0.235665604,-0.092356848,-0.330444088,-0.086737056,-0.317912761,-0.475277696,-0.2159878,0.516613375,0.475340969,-0.838068747,-0.596612562,-0.450544654,0.450544654,61
2007,0.798597307,-0.227273951,-1.10023739,-0.388343073,-0.208966697,-1.840987634,-0.235665604,-0.357016786,-0.414490748,-0.347932007,-0.317912761,-0.527088031,-0.226308728,0.538738234,0.497009701,-0.847767369,-0.658568886,-0.450544654,0.450544654,66
2006,0.823068428,-0.227273951,-1.077527314,-0.355614726,-0.201068672,-0.962250498,-0.235665604,-0.621676723,-0.565774736,-0.609126959,-0.317912761,-0.485850728,-0.216523871,0.560863093,0.518678433,-0.886561859,-0.689547048,-0.450544654,0.450544654,63
2005,0.85569659,-0.227273951,-1.080050656,-0.359016072,-0.12422554,-0.982335918,-0.235665604,-0.709896703,-0.670833061,-0.652659451,-0.317912761,-0.487745822,-0.216781395,0.582987952,0.540347165,-0.969000151,-0.751503372,-0.450544654,0.450544654,60
2004,0.880167711,-0.227273951,-1.07248063,-0.38924655,-0.208966697,-1.002421338,-0.235665604,-0.445236765,-0.822117049,-0.304399515,-0.317912761,-0.488140839,-0.217031975,0.582987952,0.562015896,-3.073601234,-0.813459695,-0.450544654,0.450544654,59.8
2003,0.896481792,-0.227273951,-1.075003972,-0.371000003,-0.208966697,-1.022506759,-0.235665604,-3.312386089,-0.952389373,-3.264608968,-0.317912761,-0.493288317,-0.217275908,0.605112811,0.583684628,-3.073601234,-0.906394181,-0.450544654,0.450544654,59.6
2002,0.896481792,-0.227273951,-1.120424125,-0.378549084,-0.208966697,-1.042592179,-0.235665604,0.657512975,-1.061650031,0.26152288,-0.317912761,-0.501261531,-0.217514881,0.62723767,0.60535336,-3.073601234,-1.030306829,-0.450544654,0.450544654,59.5
2001,0.904638833,-0.235426519,-1.120424125,-0.383222511,-0.208966697,-1.062677599,-0.235665604,-3.356496079,-1.28437368,-3.30814146,-0.317912761,-0.503936324,-0.2177514,0.649362529,0.627022092,-3.073601234,-1.123241315,-0.450544654,0.450544654,59.5
2000,0.904638833,-0.235426519,-1.117900783,-0.375846395,-0.208966697,-1.077741664,-0.235665604,-3.356496079,-0.99021037,-3.30814146,-0.317912761,-0.505374766,-0.217986875,0.671487388,0.648690823,-3.073601234,-1.2161758,-0.450544654,0.450544654,59.5
2015,-0.539157334,-0.235426519,-0.420196766,-0.39272076,-0.208966697,-1.620048011,-0.2416625,0.392853037,-0.08250644,0.392120356,-0.317912761,-0.450176345,-0.218935406,-0.700253871,-0.694770544,0.684614986,0.642513914,-0.450544654,0.450544654,79.6
2014,-0.531000293,-0.235426519,-0.270057927,-0.20749362,-0.208873779,1.041270172,-0.2416625,0.348743048,1.426131109,0.348587864,-0.317912761,-0.414279631,-0.144630981,-0.700253871,-0.694770544,0.650669808,0.549579428,-0.450544654,0.450544654,79.5
2013,-0.531000293,-0.235426519,-0.277627953,-0.206710828,-0.208966697,0.991056622,-0.2416625,0.525183006,1.493368437,0.522717832,-0.317912761,-0.419851375,-0.226596236,-0.700253871,-0.694770544,0.62157394,0.487623104,-0.450544654,0.450544654,79.4
2012,-0.522843253,-0.235426519,-0.297814687,0.844447586,-0.208966697,0.940843071,-0.2416625,-3.2682761,1.531189434,0.348587864,-0.317912761,0.183039706,-0.146431336,-0.678129012,-0.694770544,0.602176695,0.456644943,-0.450544654,0.450544654,79.2
2011,-0.514686212,-0.235426519,-0.280151295,0.777786209,-0.208966697,0.890629521,-0.2416625,-0.048246859,1.602629095,0.087392912,-0.317912761,0.125816534,-0.226616545,-0.678129012,-0.694770544,0.573080828,0.394688619,-0.450544654,0.450544654,79
2010,-1.183563533,-0.235426519,-0.237254483,0.75233004,-0.208966697,0.84041597,-0.2416625,0.436963027,1.573212764,0.217990388,-0.317912761,0.055095993,-0.219515331,-0.678129012,-0.673101813,0.558532894,0.363710457,-0.450544654,0.450544654,78.1
2009,-0.531000293,-0.235426519,-0.113610734,-0.380732124,-0.208966697,0.785181064,-0.2416625,-3.312386089,1.585819763,0.130925404,-0.317912761,-0.482912888,-0.149317719,-0.656004153,-0.673101813,0.548834271,0.301754133,-0.450544654,0.450544654,79.2
2008,-0.506529172,-0.235426519,-0.075760606,0.502840748,-0.208966697,0.734967514,-0.2416625,0.260523069,1.337882116,-3.221076476,-0.317912761,-0.037194762,-0.21971668,-0.656004153,-0.673101813,0.514889092,0.239797809,-0.450544654,0.450544654,78.9
2007,-0.555471415,-0.235426519,-0.08080729,-0.320034605,-0.208966697,0.684753963,-0.2416625,0.260523069,1.031111806,0.26152288,-0.317912761,-0.488412802,-0.151385048,-0.656004153,-0.651433081,0.485793225,0.208819647,-0.450544654,0.450544654,78.9
2006,-1.183563533,-0.235426519,-0.093423999,0.178314778,-0.208966697,0.634540412,-0.2416625,0.260523069,0.799983491,0.26152288,-0.317912761,-0.156541371,-0.219789144,-0.633879294,-0.651433081,0.451848046,0.146863323,-0.450544654,0.450544654,78
2005,-0.522843253,-0.235426519,-0.106040708,0.090362987,-0.208873779,-1.680304272,-0.2416625,0.348743048,0.766364827,0.348587864,-0.317912761,-0.195804892,-0.153501695,-0.633879294,-0.629764349,0.432450801,0.084907,-0.450544654,0.450544654,78.6
2004,-1.216191695,-0.235426519,-0.10856405,0.10976406,-0.208966697,0.529091956,-0.2416625,-3.2682761,0.791578825,-3.221076476,-0.317912761,-0.21525746,-0.220138171,-0.611754435,-0.629764349,0.413053556,0.022950676,-0.450544654,0.450544654,77.7
2003,-1.30591914,-0.235426519,-0.121180759,0.122848051,-0.208873779,0.478878405,-0.2416625,0.216413079,1.06473047,0.217990388,-0.317912761,-0.233730283,-0.155622554,-0.589629576,-0.608095617,0.393656311,-0.008027486,-0.450544654,0.450544654,78
2002,-0.506529172,-0.235426519,-0.088377315,-0.338310911,-0.208966697,0.428664855,-0.2416625,0.481073017,0.972279144,0.47918534,-0.317912761,-0.499192565,-0.226619156,-0.589629576,-0.586426886,0.379108377,-0.06998381,-0.450544654,0.450544654,78.3
2001,-1.30591914,-0.235426519,-0.058097213,0.025590141,-0.208966697,0.383472659,-0.2416625,0.392853037,0.56045051,0.348587864,-0.317912761,-0.247068408,-0.157870505,-0.567504717,-0.586426886,0.359711132,-0.131940134,-0.450544654,0.450544654,77.5
2000,-0.514686212,-0.235426519,-0.045480504,-0.347353344,-0.208966697,0.333259108,-0.2416625,-3.312386089,0.505820181,0.217990388,-0.317912761,-0.504478505,-0.159112269,-0.545379858,-0.564758154,0.330615265,-0.162918296,-0.450544654,0.450544654,77.6
2015,-0.539157334,-0.243579088,0.938622811,-0.39272076,-0.189825602,1.252167085,-0.247659396,0.481073017,0.648699503,0.47918534,-0.317912761,0.297253325,-0.22668807,-0.744503589,-0.75977674,0.917381926,0.983273695,2.219535827,-2.219535827,78
2014,-0.522843253,-0.243579088,1.922726125,0.514885258,-0.208966697,1.222038955,-0.247659396,0.525183006,0.791578825,0.522717832,-0.317912761,0.432493158,-0.153666185,-0.744503589,-0.738108008,0.902833993,0.921317371,2.219535827,-2.219535827,77.8
2013,-0.522843253,-0.243579088,1.985809671,0.522115171,-0.208966697,1.191910824,-0.247659396,0.569292996,0.804185824,0.566250324,-0.317912761,0.440178623,-0.153365119,-0.744503589,-0.738108008,0.888286059,0.859361047,2.219535827,-2.219535827,77.7
2012,-1.199877614,-0.243579088,1.758708906,0.499284526,-0.208780861,1.161782694,-0.247659396,0.569292996,0.791578825,0.566250324,-0.317912761,0.415909437,-0.153158567,-0.744503589,-0.738108008,0.878587436,0.766426562,2.219535827,-2.219535827,77.1
2011,-1.199877614,-0.243579088,1.935342835,0.528979308,-0.207851681,1.131654564,-0.247659396,0.569292996,0.791578825,0.566250324,-0.317912761,0.509269627,-0.219966164,-0.72237873,-0.738108008,0.844642258,0.7354484,2.219535827,-2.219535827,77
2010,-1.183563533,-0.243579088,1.912632758,-0.293059469,-0.208316271,-1.615026656,-0.247659396,0.613402985,0.98068381,0.609782816,-0.317912761,-0.435176384,-0.150544292,-0.72237873,-0.716439276,0.820395701,0.642513914,2.219535827,-2.219535827,76.6
2009,-1.159092411,-0.243579088,1.940389518,0.647975226,-0.208780861,-1.645154787,-0.247659396,0.569292996,0.951267479,0.566250324,-0.317912761,0.481900727,-0.219716332,-0.700253871,-0.716439276,0.820395701,0.642513914,2.219535827,-2.219535827,76.3
2008,-0.367859484,-0.243579088,1.902539391,0.775642149,-0.204227882,1.036248817,-0.247659396,0.569292996,0.749555495,0.566250324,-0.317912761,0.606317408,-0.219707978,-0.700253871,-0.694770544,0.805847768,0.673492076,2.219535827,-2.219535827,76
2007,-0.384173565,-0.243579088,2.028706482,0.580261242,-0.208966697,1.001099332,-0.247659396,0.569292996,0.640294837,0.566250324,-0.317912761,0.438169134,-0.227348117,-0.678129012,-0.694770544,0.771902589,0.673492076,2.219535827,-2.219535827,75.8
2006,-0.392330605,-0.243579088,1.844502529,0.356666212,-0.208873779,0.970971202,-0.247659396,0.569292996,0.434380519,0.566250324,-0.317912761,0.281761505,-0.227417589,-0.678129012,-0.673101813,0.723409476,0.549579428,2.219535827,-2.219535827,75.9
2005,-0.367859484,-0.243579088,1.783942325,-0.312161949,-0.208780861,0.940843071,-0.247659396,0.569292996,0.409166521,0.566250324,-0.317912761,-0.444596887,-0.227348013,-0.678129012,-0.673101813,0.694313609,0.456644943,2.219535827,-2.219535827,75.2
2004,-0.384173565,-0.243579088,2.167490283,0.145068541,-0.203949128,0.910714941,-0.247659396,0.569292996,0.270489532,0.566250324,-0.317912761,0.138650348,-0.227348065,-0.656004153,-0.651433081,0.665217741,0.363710457,2.219535827,-2.219535827,75.4
2003,-0.318917241,-0.243579088,2.336554186,-0.347594747,-0.207201256,0.88058681,-0.247659396,0.525183006,0.182240539,0.47918534,-0.317912761,-0.476000802,-0.227417589,-0.656004153,-0.651433081,0.636121874,0.239797809,2.219535827,-2.219535827,74.7
2002,-0.30260316,-0.243579088,2.238143855,-0.387115406,-0.208409189,0.855480035,-0.247659396,0.525183006,0.115003211,0.522717832,-0.317912761,-0.485468951,-0.227417589,-0.633879294,-0.629764349,0.607026006,0.146863323,2.219535827,-2.219535827,74.8
2001,-0.286289079,-0.243579088,2.177583651,-0.079142564,-0.208223353,0.825351905,-0.247659396,0.481073017,0.522629513,0.47918534,-0.317912761,-0.156524604,-0.227417589,-0.633879294,-0.629764349,0.558532894,0.053928838,2.219535827,-2.219535827,74.9
2000,-0.278132038,-0.243579088,2.071603294,-0.079896845,-0.208130435,0.800245129,-0.247659396,0.481073017,0.732746163,0.435652848,-0.317912761,-0.179864012,-0.227348291,-0.611754435,-0.608095617,0.510039781,0.022950676,2.219535827,-2.219535827,74.7
2015,-0.563628455,-0.235426519,1.016846407,-0.39272076,-0.208966697,1.136675919,-0.2416625,0.701622965,1.560605765,0.6968478,-0.317912761,-0.477692926,-0.030081296,-0.302006409,-0.348070837,0.674916364,0.549579428,-0.450544654,0.450544654,79.1
2014,-0.555471415,-0.235426519,-0.037910479,-0.386136096,-0.208966697,-1.610005301,-0.2416625,0.701622965,2.388465367,0.6968478,-0.317912761,-0.526890266,-0.03021822,-0.324131268,-0.348070837,0.670067053,0.58055759,-0.450544654,0.450544654,79
2013,-0.531000293,-0.235426519,-0.085853973,-0.346631961,-0.208966697,1.061355593,-0.2416625,0.701622965,1.49757077,0.6968478,-0.317912761,-0.483861586,-0.030400025,-0.324131268,-0.348070837,0.674916364,0.797404723,-0.450544654,0.450544654,78.7
2012,-0.531000293,-0.235426519,-0.090900657,-0.035190819,-0.208966697,1.026206107,-0.2416625,0.657512975,1.123563132,0.6968478,-0.317912761,-0.071953562,-0.030613886,-0.324131268,-0.369739568,0.69916292,1.107186342,-0.450544654,0.450544654,78.7
2011,-0.563628455,-0.235426519,-0.095947341,-0.343554323,-0.208966697,0.986035267,-0.2416625,0.701622965,-1.813867639,0.609782816,-0.317912761,-0.483877997,-0.030798006,-0.324131268,-0.369739568,0.708861543,1.355011638,-0.450544654,0.450544654,78.8
2010,-0.514686212,-0.235426519,-0.098470683,-0.013472707,-0.208966697,0.950885781,-0.2416625,0.701622965,-1.986163292,0.566250324,-0.317912761,-0.125668329,-0.030942326,-0.324131268,-0.369739568,0.728258788,1.695771419,-0.450544654,0.450544654,78
2009,-1.224348735,-0.235426519,-0.128750785,0.001747821,-0.208966697,0.910714941,-0.2416625,0.701622965,2.464107361,0.566250324,-0.317912761,-0.139377502,-0.031068182,-0.324131268,-0.369739568,0.718560165,1.726749581,-0.450544654,0.450544654,78.1
2008,-1.216191695,-0.235426519,-0.065667239,-0.051367134,-0.208966697,0.875565455,-0.2416625,0.701622965,-1.734023312,0.522717832,-0.317912761,-0.147138041,-0.031182622,-0.324131268,-0.369739568,0.665217741,1.540880609,-0.450544654,0.450544654,77.9
2007,-1.199877614,-0.235426519,-0.098470683,-0.031087266,-0.208966697,0.835394615,-0.2416625,0.701622965,-1.889509633,0.435652848,-0.317912761,-0.160889356,-0.031299602,-0.324131268,-0.369739568,0.58277945,1.200120828,-0.450544654,0.450544654,78.1
2006,-1.199877614,-0.235426519,-0.088377315,-0.140554195,-0.208966697,0.795223774,-0.2416625,0.701622965,0.736948496,0.26152288,-0.317912761,-0.197769211,-0.031460698,-0.324131268,-0.369739568,0.476094602,0.797404723,-0.450544654,0.450544654,78
2005,-1.159092411,-0.235426519,-0.010153718,-0.142739516,-0.208966697,0.755052934,-0.2416625,0.701622965,1.459749773,0.26152288,-0.317912761,-0.261535973,-0.031713315,-0.324131268,-0.348070837,0.413053556,0.642513914,-0.450544654,0.450544654,77.2
2004,-1.175406492,-0.235426519,-0.035387137,-0.39056061,-0.208966697,0.714882093,-0.2416625,0.657512975,0.093991546,0.217990388,-0.317912761,-0.50796355,-0.032075638,-0.324131268,-0.348070837,0.345163199,0.332732295,-0.450544654,0.450544654,77.3
2003,-1.167249452,-0.235426519,-0.032863795,-0.363653143,-0.208966697,0.669689898,-0.2416625,0.657512975,0.165431207,-0.478529483,-0.317912761,-0.303581345,-0.032529446,-0.302006409,-0.348070837,0.291820775,0.239797809,-0.450544654,0.450544654,77.4
2002,-1.159092411,-0.235426519,-0.106040708,-0.231457066,-0.208966697,0.629519057,-0.2416625,0.657512975,0.245275534,0.6968478,-0.317912761,-0.317789429,-0.033037011,-0.302006409,-0.348070837,0.282122152,0.115885162,-0.450544654,0.450544654,77.7
2001,-0.376016524,-0.235426519,-0.121180759,-0.237324834,-0.208966697,-1.675282917,-0.2416625,0.701622965,0.148621875,0.653315308,-0.317912761,-0.329405743,-0.033575171,-0.27988155,-0.326402105,0.253026285,0.053928838,-0.450544654,0.450544654,76.7
2000,-0.376016524,-0.235426519,-0.151460861,-0.368952712,-0.208966697,0.534113311,-0.2416625,0.657512975,0.329322194,0.522717832,-0.317912761,-0.335930139,-0.034155305,-0.27988155,-0.326402105,0.219081106,-0.008027486,-0.450544654,0.450544654,76.9
2015,-0.889910075,-0.243579088,-0.644774189,-0.39272076,-0.208966697,-1.630090721,-0.247659396,0.613402985,0.47010035,0.609782816,-0.317912761,-0.362150143,-0.225389468,-0.855127884,-0.846451667,1.067710575,0.673492076,2.219535827,-2.219535827,85
2014,-0.881753035,-0.243579088,-1.138087518,-0.292858411,-0.208037517,1.056334238,-0.247659396,0.701622965,0.610878506,0.6968478,-0.317912761,-0.336376563,-0.225419853,-0.877252743,-0.846451667,1.04831333,0.58055759,2.219535827,-2.219535827,83
2013,-0.873595994,-0.243579088,1.140490157,-0.29055496,-0.208966697,1.026206107,-0.247659396,0.701622965,0.648699503,0.6968478,-0.317912761,-0.331857333,-0.207518512,-0.877252743,-0.846451667,1.04831333,0.518601266,2.219535827,-2.219535827,81
2012,-0.857281913,-0.243579088,1.521514774,0.647674636,-0.208873779,1.001099332,-0.247659396,0.701622965,0.640294837,0.6968478,-0.317912761,1.541726297,-0.225449037,-0.877252743,-0.846451667,1.04831333,0.518601266,2.219535827,-2.219535827,80
2011,-0.849124873,-0.243579088,1.55684156,0.784275099,-0.208966697,0.981013912,-0.247659396,0.701622965,0.682318167,0.6968478,-0.317912761,1.776893906,-0.207850224,-0.877252743,-0.846451667,1.033765396,0.518601266,2.219535827,-2.219535827,79.7
2010,-0.832810792,-0.243579088,1.715812095,-0.25623533,-0.207294174,0.955907136,-0.247659396,0.701622965,0.552045844,0.6968478,-0.317912761,-0.258750157,-0.225488977,-0.877252743,-0.846451667,1.062861264,0.766426562,2.219535827,-2.219535827,79.5
2009,-1.265133938,-0.243579088,1.58459832,-0.281803817,-0.208966697,0.930800361,-0.247659396,0.701622965,0.623485505,0.6968478,-0.317912761,-0.301923155,-0.227079421,-0.877252743,-0.846451667,1.043464019,0.611535752,2.219535827,-2.219535827,79.3
2008,-0.80833967,-0.243579088,1.889922682,-0.277281163,-0.208873779,0.905693586,-0.247659396,0.613402985,0.409166521,0.609782816,-0.317912761,-0.278716983,-0.224265641,-0.877252743,-0.846451667,1.019217463,0.487623104,2.219535827,-2.219535827,79.1
2007,-0.80018263,-0.243579088,1.776372299,0.550738182,-0.208966697,0.88058681,-0.247659396,0.613402985,0.245275534,0.609782816,-0.317912761,1.71620101,-0.224576295,-0.877252743,-0.846451667,0.980422973,0.425666781,2.219535827,-2.219535827,78.9
2006,-0.792025589,-0.243579088,1.753662223,0.426606763,-0.208966697,0.855480035,-0.247659396,0.613402985,0.152824208,0.609782816,-0.317912761,1.414125875,-0.22717195,-0.877252743,-0.846451667,0.946477794,0.394688619,2.219535827,-2.219535827,78.8
2005,-0.783868549,-0.243579088,1.738522172,0.359975063,-0.208873779,0.83037326,-0.247659396,0.657512975,0.190645205,0.653315308,-0.317912761,1.281916004,-0.22520373,-0.877252743,-0.846451667,0.93192986,0.425666781,2.219535827,-2.219535827,78.7
2004,-0.783868549,-0.243579088,2.147303549,0.371634272,-0.208966697,0.805266484,-0.247659396,0.657512975,0.21165687,0.653315308,-0.317912761,1.182195093,-0.227405459,-0.877252743,-0.846451667,0.917381926,0.394688619,2.219535827,-2.219535827,78.6
2003,-0.775711508,-0.243579088,1.539178167,-0.31626776,-0.208966697,0.780159709,-0.247659396,0.657512975,0.383952523,0.653315308,-0.317912761,-0.367998293,-0.210134703,-0.877252743,-0.846451667,0.878587436,0.270775971,2.219535827,-2.219535827,78.5
2002,-0.759397427,-0.243579088,1.806652401,0.150682678,-0.208966697,0.755052934,-0.247659396,0.657512975,0.08558688,0.653315308,-0.317912761,0.640591278,-0.210423534,-0.877252743,-0.846451667,0.830094324,0.115885162,2.219535827,-2.219535827,78.4
2001,-0.751240387,-0.243579088,1.423104443,-0.344159343,-0.208966697,0.729946158,-0.247659396,0.613402985,-0.057292442,0.609782816,-0.317912761,-0.420334362,-0.225749755,-0.877252743,-0.846451667,0.805847768,0.084907,2.219535827,-2.219535827,78.2
2000,-1.256976897,-0.243579088,1.271703933,0.065298921,-0.208966697,0.704839383,-0.247659396,0.613402985,-0.061494775,0.609782816,-0.317912761,0.518847622,-0.211009655,-0.877252743,-0.846451667,0.796149145,0.115885162,2.219535827,-2.219535827,78.1
2015,-0.734926306,-0.243579088,0.325450745,-0.39272076,-0.208130435,1.006120687,-0.247659396,0.436963027,-1.803361806,0.435652848,-0.317912761,-0.151565568,-0.128517744,-0.833003025,-0.868120398,1.402313052,2.191422009,2.219535827,-2.219535827,86
2014,-0.718612225,-0.243579088,1.291890667,4.650280261,-0.206457912,0.986035267,-0.247659396,0.481073017,-1.729820979,0.47918534,-0.317912761,3.939791754,-0.129213988,-0.833003025,-0.868120398,1.416860985,2.191422009,2.219535827,-2.219535827,84
2013,-0.702298144,-0.243579088,1.256563882,4.550564486,-0.207387092,0.970971202,-0.247659396,0.481073017,2.241383712,0.47918534,-0.317912761,3.851364618,-0.129710712,-0.833003025,-0.868120398,1.407162363,2.0365312,2.219535827,-2.219535827,81
2012,-0.694141103,-0.243579088,1.196003678,0.054515299,-0.208780861,0.950885781,-0.247659396,0.481073017,-1.654178985,0.47918534,-0.317912761,-0.11267451,-0.130117237,-0.833003025,-0.868120398,1.39746374,1.943596714,2.219535827,-2.219535827,80
2011,-0.669669982,-0.243579088,1.501328039,4.545432118,-0.20116159,0.935821716,-0.247659396,0.348743048,-1.700404648,0.348587864,-0.317912761,3.89165962,-0.217722094,-0.833003025,-0.868120398,1.339272005,1.478924285,2.219535827,-2.219535827,79.7
2010,-0.628884779,-0.243579088,1.453384545,0.067073477,-0.208502107,0.915736296,-0.247659396,-3.2682761,2.472512027,-3.221076476,-0.317912761,-0.113828596,-0.130881021,-0.833003025,-0.868120398,1.31987476,1.447946123,2.219535827,-2.219535827,79.2
2009,-0.612570698,-0.243579088,1.402917708,4.311561575,-0.208409189,0.895650876,-0.247659396,0.260523069,2.333835038,0.26152288,-0.317912761,3.634449493,-0.217812188,-0.833003025,-0.868120398,1.31987476,1.447946123,2.219535827,-2.219535827,78.9
2008,-0.596256617,-0.243579088,1.559364902,4.791144103,-0.207665846,0.88058681,-0.247659396,0.216413079,-1.990365625,0.217990388,-0.317912761,4.075699714,-0.131821842,-0.833003025,-0.868120398,1.31987476,1.447946123,2.219535827,-2.219535827,78.8
2007,-0.555471415,-0.243579088,1.632541815,4.2814306,-0.208780861,0.86050139,-0.247659396,0.172303089,1.711889753,0.174457896,-0.317912761,3.657671749,-0.132381911,-0.810878166,-0.868120398,1.310176138,1.416967962,2.219535827,-2.219535827,78.4
2006,-0.555471415,-0.243579088,1.64011184,0.0172001,-0.206457912,0.835394615,-0.247659396,0.436963027,1.682473422,0.435652848,-0.317912761,-0.157844786,-0.132802463,-0.810878166,-0.868120398,1.300477515,1.478924285,2.219535827,-2.219535827,78.1
2005,-0.563628455,-0.243579088,1.705718728,3.281548018,-0.208780861,0.815309195,-0.247659396,0.436963027,1.619438427,0.435652848,-0.317912761,2.963661528,-0.133112926,-0.810878166,-0.846451667,1.276230959,1.3859898,2.219535827,-2.219535827,78.1
2004,-0.514686212,-0.243579088,1.703195386,2.954666779,-0.208966697,0.785181064,-0.247659396,0.525183006,1.577415097,0.522717832,-0.317912761,2.799739148,-0.217949181,-0.810878166,-0.846451667,1.256833714,1.355011638,2.219535827,-2.219535827,77.7
2003,-1.224348735,-0.243579088,1.771325615,-0.079130735,-0.208966697,0.760074289,-0.247659396,0.569292996,1.510177769,0.566250324,-0.317912761,-0.212878927,-0.218035307,-0.810878166,-0.846451667,1.20349129,1.293055314,2.219535827,-2.219535827,77.3
2002,-1.199877614,-0.243579088,1.720858779,1.920274786,-0.205993323,0.729946158,-0.247659396,0.657512975,1.434535775,0.653315308,-0.317912761,1.848164039,-0.133869958,-0.810878166,-0.846451667,1.169546111,1.3859898,2.219535827,-2.219535827,77
2001,-1.216191695,-0.243579088,1.776372299,-0.137176957,-0.207944599,0.704839383,-0.247659396,0.613402985,1.337882116,0.609782816,-0.317912761,-0.263536669,-0.134168379,-0.788753307,-0.846451667,1.106505065,1.262077152,2.219535827,-2.219535827,77
2000,-1.216191695,-0.243579088,1.809175743,-0.147646416,-0.207665846,0.674711253,-0.247659396,0.613402985,1.169788795,0.609782816,-0.317912761,-0.264116248,-0.134501935,-0.788753307,-0.846451667,1.096806443,1.355011638,2.219535827,-2.219535827,76.9
